"SalesPersonID";"QuotaDate";"SalesQuota";"rowguid";"ModifiedDate"
268;01/07/2001 00:00:00;28000,0;0xBF9B109993868745BC236036EC89E1BE;17/05/2001 00:00:00
268;01/10/2001 00:00:00;7000,0;0x4414D0DF00891C468D6F04598DAE01D4;17/08/2001 00:00:00
268;01/01/2002 00:00:00;91000,0;0x53F4690A8996CF4CA08CC644670F5668;17/11/2001 00:00:00
268;01/04/2002 00:00:00;140000,0;0x58148DDAB95F3E4C9EAD8F5CE1393047;15/02/2002 00:00:00
268;01/07/2002 00:00:00;70000,0;0x84EF0C7680B97B41A6677358C38857F0;17/05/2002 00:00:00
268;01/10/2002 00:00:00;154000,0;0x24E029FB6AF2AA49A7CCC99AE7BA4853;17/08/2002 00:00:00
268;01/01/2003 00:00:00;107000,0;0x2C7D941354A2C9478817CBD186FFA526;17/11/2002 00:00:00
268;01/04/2003 00:00:00;58000,0;0x2F221ABCA047D1489C56AC873269DC98;15/02/2003 00:00:00
268;01/07/2003 00:00:00;263000,0;0xBF3C4E8BEFF0C5499A8C87679055057E;17/05/2003 00:00:00
268;01/10/2003 00:00:00;116000,0;0xE395DEE919B14144BD1DB27FC4516022;17/08/2003 00:00:00
268;01/01/2004 00:00:00;84000,0;0xB547EA7C91831444A866FF6EC6628CD3;17/11/2003 00:00:00
268;01/04/2004 00:00:00;187000,0;0x7464FB0CAA20D346A5C029DBA2EDA025;16/02/2004 00:00:00
275;01/07/2001 00:00:00;367000,0;0x47967E5F083FB049A4A490257FC78197;17/05/2001 00:00:00
275;01/10/2001 00:00:00;556000,0;0xB71FAC87C5A3A64390AA2D09AE00148A;17/08/2001 00:00:00
275;01/01/2002 00:00:00;502000,0;0x159F8452C42F5441894D1E3D3DAEA181;17/11/2001 00:00:00
275;01/04/2002 00:00:00;550000,0;0xDB679BC65FF3AD4DA8A8C4D074AD17DB;15/02/2002 00:00:00
275;01/07/2002 00:00:00;1429000,0;0xBF2EE5AC2853204B951FF7323F0D3A56;17/05/2002 00:00:00
275;01/10/2002 00:00:00;1324000,0;0x6C60FD59FF22434F951B74FCA7758EDE;17/08/2002 00:00:00
275;01/01/2003 00:00:00;729000,0;0x417D90A27162D5438439DFFEB6B963FA;17/11/2002 00:00:00
275;01/04/2003 00:00:00;1194000,0;0x2007270837050E4FBA15375EC0660F31;15/02/2003 00:00:00
275;01/07/2003 00:00:00;1575000,0;0x008A3CAA90657E4980F6075BB947E025;17/05/2003 00:00:00
275;01/10/2003 00:00:00;1218000,0;0x34C8AA122FAB844EB85D08839670C198;17/08/2003 00:00:00
275;01/01/2004 00:00:00;849000,0;0xC61F8F117E7B884590B0F08BA349DBE7;17/11/2003 00:00:00
275;01/04/2004 00:00:00;869000,0;0x55B69012F4354744A4C51385F62FEF4D;16/02/2004 00:00:00
276;01/07/2001 00:00:00;637000,0;0xD81DF42D2E18574CAE81718F714CB4FF;17/05/2001 00:00:00
276;01/10/2001 00:00:00;781000,0;0x8E8465CBD816FD42A9F38A8CAE4CEB9C;17/08/2001 00:00:00
276;01/01/2002 00:00:00;665000,0;0x3A6A5DE30383DD47B0E6FD7D40A396B2;17/11/2001 00:00:00
276;01/04/2002 00:00:00;639000,0;0x723044F8B3C53F4F8E205F53C90B0414;15/02/2002 00:00:00
276;01/07/2002 00:00:00;1355000,0;0x7FE3621B45204A40B3F04E7B65C8D979;17/05/2002 00:00:00
276;01/10/2002 00:00:00;1009000,0;0xFC2A0868969ADE4E8B8E64C4E9F8DDD4;17/08/2002 00:00:00
276;01/01/2003 00:00:00;860000,0;0x01E0FCA64BAFFA45998CF69E097D650E;17/11/2002 00:00:00
276;01/04/2003 00:00:00;1021000,0;0x743ADAAE525EDC4FAE81E236B4D14F5F;15/02/2003 00:00:00
276;01/07/2003 00:00:00;1525000,0;0xCA5717C832DA18468429395F96283A6D;17/05/2003 00:00:00
276;01/10/2003 00:00:00;1276000,0;0x8854A8C5DCC1854F9B24ADDF853793F8;17/08/2003 00:00:00
276;01/01/2004 00:00:00;894000,0;0xF66A249DFE85254AA26670A11895D013;17/11/2003 00:00:00
276;01/04/2004 00:00:00;1124000,0;0x52553A6396F95F47BD93BB6F343F65D8;16/02/2004 00:00:00
277;01/07/2001 00:00:00;565000,0;0xC22EF9D1550CD447BE7154B37223D19F;17/05/2001 00:00:00
277;01/10/2001 00:00:00;872000,0;0x923582F988587D489B8679074A27A96F;17/08/2001 00:00:00
277;01/01/2002 00:00:00;846000,0;0xC3592847A7390445A0CD760CBEAC95F8;17/11/2001 00:00:00
277;01/04/2002 00:00:00;952000,0;0x39E7A1ECF50584459118927634284E93;15/02/2002 00:00:00
277;01/07/2002 00:00:00;1600000,0;0x2CDC68D342F1F648A78791D818C04534;17/05/2002 00:00:00
277;01/10/2002 00:00:00;1352000,0;0xF4E4C86479F91648A2EEB044AD74224D;17/08/2002 00:00:00
277;01/01/2003 00:00:00;839000,0;0x99DF6905ABDECE4688188EEE2DD47BF1;17/11/2002 00:00:00
277;01/04/2003 00:00:00;1369000,0;0xBCD02303CCC5674D8935DD05074FBA43;15/02/2003 00:00:00
277;01/07/2003 00:00:00;1171000,0;0xDE65A4FCF687954FB80F103726CE823B;17/05/2003 00:00:00
277;01/10/2003 00:00:00;971000,0;0xFC9BCFD1820E0A4BBECCDA6246767A74;17/08/2003 00:00:00
277;01/01/2004 00:00:00;714000,0;0xA62402989733F94A9B7B883C80122A6A;17/11/2003 00:00:00
277;01/04/2004 00:00:00;947000,0;0x5DA00A44C74B93408C4E54F7F8C74BB9;16/02/2004 00:00:00
278;01/07/2001 00:00:00;244000,0;0x2D2D961610F650419C050BE2E0FFE207;17/05/2001 00:00:00
278;01/10/2001 00:00:00;356000,0;0x67E990560D97F6419864C64BD61A896D;17/08/2001 00:00:00
278;01/01/2002 00:00:00;266000,0;0xBAA6ED9A76448E4F821B26B52596718F;17/11/2001 00:00:00
278;01/04/2002 00:00:00;341000,0;0x0AE381EE7808DD4FB626C44AD7B7DF61;15/02/2002 00:00:00
278;01/07/2002 00:00:00;542000,0;0x3AAE87ABDBA07340B34802851BE80D64;17/05/2002 00:00:00
278;01/10/2002 00:00:00;329000,0;0xB80765B0966A1948AC31A77411C9B777;17/08/2002 00:00:00
278;01/01/2003 00:00:00;239000,0;0x2F4880451EA98244A95DFC7BCE1A2E01;17/11/2002 00:00:00
278;01/04/2003 00:00:00;418000,0;0x1B0EA9C7083B584B84F78F70C9092D86;15/02/2003 00:00:00
278;01/07/2003 00:00:00;507000,0;0x7F2D250EA3F03A4993FF1ACA0FBFE0AD;17/05/2003 00:00:00
278;01/10/2003 00:00:00;453000,0;0x8FFA2DF26D2DA14C9ABF48D8B2B4F705;17/08/2003 00:00:00
278;01/01/2004 00:00:00;280000,0;0x35610DF331666A40A396BE71E1BD87CF;17/11/2003 00:00:00
278;01/04/2004 00:00:00;390000,0;0x00B29606801150419BDF0EC0A83C78BF;16/02/2004 00:00:00
279;01/07/2001 00:00:00;669000,0;0x6FC70AC4275017449B60CB1210AC079A;17/05/2001 00:00:00
279;01/10/2001 00:00:00;917000,0;0xB63722983345CB4D907A9E15D45AFA59;17/08/2001 00:00:00
279;01/01/2002 00:00:00;780000,0;0x80918120E92DFE419EFB6513453D69A0;17/11/2001 00:00:00
279;01/04/2002 00:00:00;802000,0;0x4BB662B7510EC941889F1535BF553BED;15/02/2002 00:00:00
279;01/07/2002 00:00:00;734000,0;0x5B5A0C48ACE2724C930BB80E770FB14B;17/05/2002 00:00:00
279;01/10/2002 00:00:00;647000,0;0xA8700A6625CEEC4C8866FB50C5377BEC;17/08/2002 00:00:00
279;01/01/2003 00:00:00;571000,0;0xAC39F6E7C353664B8ECD5F71E7CACB99;17/11/2002 00:00:00
279;01/04/2003 00:00:00;572000,0;0xF3D13A1753C98241816897190CA5F929;15/02/2003 00:00:00
279;01/07/2003 00:00:00;950000,0;0x31AA9F3935898A4E8AE69B3DEB5BF5E0;17/05/2003 00:00:00
279;01/10/2003 00:00:00;675000,0;0x9EFBD53B3C0DB541A619CB98D6E5B7FE;17/08/2003 00:00:00
279;01/01/2004 00:00:00;538000,0;0x0BB5B495E708714BA68CB55F9400395B;17/11/2003 00:00:00
279;01/04/2004 00:00:00;686000,0;0xB95B8CBB5D478B43A61117A20F4A6B91;16/02/2004 00:00:00
280;01/07/2001 00:00:00;165000,0;0xD6C4974F4C9C15499CA4EAB679D373F6;17/05/2001 00:00:00
280;01/10/2001 00:00:00;469000,0;0xA74E49BAED5C4440995C39A69DD68B34;17/08/2001 00:00:00
280;01/01/2002 00:00:00;264000,0;0x538CFED20783364C9571F5648DA24CA2;17/11/2001 00:00:00
280;01/04/2002 00:00:00;301000,0;0x1428C1B9B844CE478DB845A7C91E360B;15/02/2002 00:00:00
280;01/07/2002 00:00:00;210000,0;0x8373A51EE70BE846BFB921034FABE6CC;17/05/2002 00:00:00
280;01/10/2002 00:00:00;226000,0;0xD75D6E8744DE9744BB3808B1D56A9F5D;17/08/2002 00:00:00
280;01/01/2003 00:00:00;190000,0;0xAA98713EF82B50409050091D14F61FF1;17/11/2002 00:00:00
280;01/04/2003 00:00:00;224000,0;0x865CC6ADEEAF074A80D9F23039954C4A;15/02/2003 00:00:00
280;01/07/2003 00:00:00;319000,0;0x7D56E9587451274AA95A11DA6E6DC585;17/05/2003 00:00:00
280;01/10/2003 00:00:00;450000,0;0x3B75EBFC739A5A44937FBA7EC99385B4;17/08/2003 00:00:00
280;01/01/2004 00:00:00;343000,0;0xA0D7CCA596F69E488D9B73904D898DC6;17/11/2003 00:00:00
280;01/04/2004 00:00:00;390000,0;0x8821F3BF9520B64388FF4CDCDD7C2F4C;16/02/2004 00:00:00
281;01/07/2001 00:00:00;460000,0;0xF12AEFFC8361B341A04F2EAD88389267;17/05/2001 00:00:00
281;01/10/2001 00:00:00;549000,0;0x40703EAD1F3F5E48A716F7D18CE09E76;17/08/2001 00:00:00
281;01/01/2002 00:00:00;473000,0;0x169248907EEAB043BE9017F2ED47F2E2;17/11/2001 00:00:00
281;01/04/2002 00:00:00;493000,0;0x7AFBDC233F4B0243B88A989B28C9C32A;15/02/2002 00:00:00
281;01/07/2002 00:00:00;1034000,0;0x3A7C40611D7369429894BFA0F447FE79;17/05/2002 00:00:00
281;01/10/2002 00:00:00;813000,0;0x574CB0BFF4F02244AA9BD2A74E67A3A8;17/08/2002 00:00:00
281;01/01/2003 00:00:00;470000,0;0x7578C749391C53428505BD7FE53A0AE2;17/11/2002 00:00:00
281;01/04/2003 00:00:00;555000,0;0x2555C6F60AB3B542BE6CEA63B6BEF320;15/02/2003 00:00:00
